"player_name","Name.Wyscout","marketval","position_tm","competition","team","player_id","foot","position_wy","passes","success_passes","pass_length","pass_mean_pos_x","pass_mean_pos_y","n_shots","totxg","totxa"
"Dalbert","Dalbert",12000000,"Left-Back","Italian first division","Internazionale",298212,"left","Defender",295,248,6737.61349993784,54.22,8.95,6,0.187,0.416
"Dale Stephens","D. Stephens",6000000,"Central Midfield","English first division","Brighton & Hove Albion",8086,"right","Midfielder",1715,1483,45090.6459879769,46.99,38.35,19,0.958,3.905
"Daley Blind","D. Blind",18000000,"Left-Back","English first division","Manchester United",38,"left","Defender",224,192,5776.93046530382,51.07,13.49,3,0.195,0.177
"Damián Suárez","D. Suárez",2500000,"Right-Back","Spanish first division","Getafe",3974,"right","Defender",1123,824,28632.8289152635,51.74,57.09,7,0.754,2.781
"Damien Da Silva","D. Da Silva",5500000,"Centre-Back","French first division","Caen",26399,"right","Defender",1274,1113,36733.4551721442,34.37,35.52,17,0.191,0
"Damir Ceter","D. Ceter",1000000,"Centre-Forward","Italian first division","Cagliari",335634,"right","Forward",42,28,746.748452557003,65.16,28.28,0,0.119,0.513
"Dan Gosling","D. Gosling",3500000,"Central Midfield","English first division","AFC Bournemouth",7989,"right","Midfielder",979,792,21619.682941235,52.28,31.37,21,3.696,1.606
"Dan-Axel Zagadou","D. Zagadou",5000000,"Centre-Back","German first division","Borussia Dortmund",397028,"left","Defender",402,346,9298.06851304169,56.21,13.33,7,0.086,0.217
"Dani Alves","Dani Alves",4000000,"Right-Back","French first division","PSG",3334,"right","Defender",1833,1573,41709.319635384,54.97,56.68,19,1.397,9.097
"Dani Castellano","Dani Castellano",2000000,"Left-Back","Spanish first division","Las Palmas",4371,"left","Defender",840,699,18112.6377899678,49.49,10.94,4,0.113,1.278
"Dani Ceballos","Dani Ceballos",12000000,"Central Midfield","Spanish first division","Real Madrid",326523,"right","Midfielder",353,330,7840.79369537834,60.14,29.32,6,0.722,0.356
"Dani García","Dani García",4000000,"Central Midfield","Spanish first division","Eibar",5542,"right","Midfielder",1549,1307,41601.707495514,53.45,28.69,20,0.301,2.146
"Dani Giménez","Dani Giménez",NA,"Goalkeeper","Spanish first division","Real Betis",4319,"right","Goalkeeper",78,64,2913.50501628652,10.29,36.17,0,0,0.08
"Daniel Baier","D. Baier",1000000,"Defensive Midfield","German first division","Augsburg",15777,"right","Midfielder",1491,1164,37899.2156271353,48.3,29.22,28,0.646,2.081
"Daniel Bessa","Daniel Bessa",4000000,"Central Midfield","Italian first division","Hellas Verona",22381,"right","Midfielder",837,705,18520.5767668478,59.62,32.01,15,3.743,4.599
"Daniel Brosinski","D. Brosinski",3000000,"Right-Back","German first division","Mainz 05",15399,"right","Defender",1050,758,28537.4574443851,54.46,21.62,24,0.659,4.009
"Daniel Caligiuri","D. Caligiuri",7500000,"Right Winger","German first division","Schalke 04",14989,"right","Midfielder",1263,931,31304.3756660635,53.44,54.49,30,3.378,5.485
"Daniel Carvajal","Daniel Carvajal",60000000,"Right-Back","Spanish first division","Real Madrid",4501,"right","Defender",1767,1511,41655.718703281,57.3,57.9,16,1.856,8.493
"Daniel Congré","D. Congré",NA,"Centre-Back","French first division","Montpellier",25786,"right","Defender",1210,1033,30801.6010932765,40.31,18.12,8,0,0.293
"Daniel Didavi","D. Didavi",7000000,"Attacking Midfield","German first division","Wolfsburg",15129,"left","Midfielder",869,673,19328.0425685089,60.51,32.96,48,5.904,3.497
"Daniel Ginczek","D. Ginczek",3500000,"Centre-Forward","German first division","Stuttgart",14845,"right","Forward",284,201,5597.82571276371,67.92,36.58,39,11.659,2.624
"Daniel Opare","D. Opare",1000000,"Right-Back","German first division","Augsburg",38079,"right","Defender",442,294,13028.2937365081,51.06,57.88,5,0.144,0.954
"Daniel Pavlovic","D. Pavlovic",NA,"Centre-Back","Italian first division","Sampdoria",49979,"left","Defender",323,210,7844.72711777395,49.39,10.45,2,0.063,0.189
"Daniel Sturridge","D. Sturridge",15000000,"Centre-Forward","English first division","Liverpool",7907,"left","Forward",238,194,4916.97489649836,71.26,37.68,31,4.995,1.706
"Daniel Wass","D. Wass",15000000,"Right-Back","Spanish first division","Celta de Vigo",26652,"right","Midfielder",1462,1173,32630.6630558955,59.45,49.16,29,5.78,10.197
"Daniele Baselli","D. Baselli",10000000,"Central Midfield","Italian first division","Torino",21507,"right","Midfielder",1265,1058,28484.2618461637,52.77,33.03,32,7.687,1.479
"Daniele Bonera","D. Bonera",NA,"Centre-Back","Spanish first division","Villarreal",20393,"right","Defender",539,475,14145.0985174346,33.93,48.06,1,0.017,0.079
"Daniele Dessena","D. Dessena",NA,"Central Midfield","Italian first division","Cagliari",20875,"right","Midfielder",226,163,4960.00995173328,50.83,47.73,3,0.261,0.15
"Daniele Rugani","D. Rugani",22000000,"Centre-Back","Italian first division","Juventus",134427,"right","Defender",1470,1374,38357.7262475778,36.27,42.05,7,0,0.898
"Daniele Verde","D. Verde",3500000,"Right Winger","Italian first division","Hellas Verona",343925,"left","Forward",610,428,15968.4740525581,59.83,30.17,25,3.336,3.372
"Danijel Milicevic","D. Miličević",1300000,"Attacking Midfield","French first division","Metz",37796,"right","Midfielder",267,199,6354.92842817059,65.64,26.82,7,1.193,0.878
"Danilo","Danilo",20000000,"Right-Back","English first division","Manchester City",20583,"right","Defender",1315,1117,37104.3523502217,35.49,39.77,12,2.243,0.403
"Danilo","Danilo",20000000,"Right-Back","English first division","Manchester City",70083,"right","Defender",1169,1047,27281.1725489464,52.91,31.97,18,2.243,0.403
"Danilo Avelar","Danilo Avelar",1500000,"Left-Back","French first division","Amiens SC",105523,"left","Defender",655,456,16632.8797834337,48.96,10.22,7,0.105,1.556
"Danilo Cataldi","D. Cataldi",4000000,"Defensive Midfield","Italian first division","Benevento",256478,"right","Midfielder",1260,1069,29668.4313844539,52.26,33.16,31,2.208,2.841
"Danny Blum","D. Blum",NA,"Left Winger","German first division","Eintracht Frankfurt",16609,"left","Midfielder",11,7,234.739619894437,63.54,23.45,2,1.034,0
"Danny da Costa","D. da Costa",3500000,"Right-Back","German first division","Eintracht Frankfurt",14772,"right","Defender",554,416,13035.1572081869,55.59,59.91,10,0.728,2.505
"Danny Ings","D. Ings",8000000,"Centre-Forward","English first division","Liverpool",8955,"right","Forward",75,55,1570.98647073517,71.52,35.07,8,2.198,0.367
"Danny Latza","D. Latza",4500000,"Central Midfield","German first division","Mainz 05",16303,"right","Midfielder",1144,940,27549.1403751326,51.71,28.32,38,2.541,2.069
"Danny Rose","D. Rose",30000000,"Left-Back","English first division","Tottenham Hotspur",8292,"left","Defender",654,529,16184.8621592593,56.85,8.3,10,1.26,0.866
"Danny Simpson","D. Simpson",5000000,"Right-Back","English first division","Leicester City",149019,"right","Defender",903,706,20939.5241421167,45.48,55.86,3,0.266,0.308
"Danny Welbeck","D. Welbeck",15000000,"Centre-Forward","English first division","Arsenal",7945,"right","Forward",370,314,6548.83004379272,68.18,29.75,31,11.12,2.74
"Danny Williams","D. Williams",2000000,"Defensive Midfield","English first division","Huddersfield Town",15823,"right","Midfielder",409,332,9860.18697920203,50.31,38.42,11,0.442,0.472
"Dante","Dante",1500000,"Centre-Back","French first division","Nice",15010,"left","Defender",2210,2049,58956.9783562014,34.25,33.39,15,0,0.623
"Dario Dainelli","D. Dainelli",NA,"Centre-Back","Italian first division","Chievo",20638,"right","Defender",569,469,16311.900530114,33.22,42.7,3,0,0.075
"Darko Brasanac","D. Brašanac",2000000,"Central Midfield","Spanish first division","Leganés",127928,"right","Midfielder",385,306,7946.40883662136,56.64,40.12,9,2.801,0.812
"Darren Fletcher","D. Fletcher",2000000,"Central Midfield","English first division","Stoke City",7932,"right","Midfielder",1005,821,27365.0863385537,48.95,36.92,12,0.414,1.442
"Daryl Janmaat","D. Janmaat",6000000,"Centre-Back","English first division","Watford",160,"right","Defender",822,633,21203.6776717232,52.33,58.25,23,3.157,1.983
"David Abraham","D. Abraham",5000000,"Centre-Back","German first division","Eintracht Frankfurt",49856,"right","Defender",1234,1058,36844.5709820023,36.53,41.16,6,0.155,0.983
"David Alcibiade","D. Alcibiade",NA,"Right-Back","French first division","Nantes",28251,"both","Defender",72,54,1966.06424706526,33.67,36.11,2,0.02,0.702
"David de Gea","David de Gea",70000000,"Goalkeeper","English first division","Manchester United",7910,"right","Goalkeeper",749,618,29244.2626531313,11.31,34.92,0,0,0.067
"David García","David García",NA,"Centre-Back","Spanish first division","Las Palmas",4355,"right","Defender",435,364,11404.6900471222,37.89,45.14,5,0,0.056
"David Juncà","David Juncà",1500000,"Left-Back","Spanish first division","Eibar",4780,"left","Defender",504,381,14720.4907761766,56.9,8.25,4,0.032,1.476
"David López","David López",8000000,"Centre-Back","Spanish first division","Espanyol",4303,"right","Defender",1789,1540,46970.367381479,35.85,46.13,13,1.267,1.317
"David Luiz","David Luiz",25000000,"Centre-Back","English first division","Chelsea",7892,"right","Defender",466,407,13218.5453205985,37.71,34.5,9,0.916,0.067
"David Silva","David Silva",30000000,"Attacking Midfield","English first division","Manchester City",8317,"left","Midfielder",2780,2477,57086.4265616061,64.95,32.12,65,16.807,16.481
"David Simón","David Simón",NA,"Right-Back","Spanish first division","Las Palmas",4936,"right","Defender",428,358,9133.93810942762,54.24,59.03,2,0.249,1.71
"David Timor","Timor",2000000,"Defensive Midfield","Spanish first division","Girona",3510,"left","Midfielder",442,367,11026.6119885273,47.18,25.34,9,0.198,0.313
"David Zurutuza","Zurutuza",3000000,"Central Midfield","Spanish first division","Real Sociedad",3680,"right","Midfielder",1123,986,24485.7734918681,54.44,28.99,12,2.226,2.451
"Davide Astori","D. Astori",NA,"Centre-Back","Italian first division","Fiorentina",20866,"left","Defender",1461,1303,39076.0967575144,39.44,21.74,9,0.206,0.56
"Davide Biondini","D. Biondini",NA,"Central Midfield","Italian first division","Sassuolo",21282,"right","Midfielder",106,93,2423.28280399877,58.45,46.02,0,0,0.349
"Davide Biraschi","D. Biraschi",1200000,"Centre-Back","Italian first division","Genoa",206318,"right","Defender",899,723,21692.4515916568,44.6,54.59,6,1.233,2.011
"Davide Calabria","D. Calabria",13000000,"Right-Back","Italian first division","Milan",257028,"right","Defender",937,746,21766.7964491766,53.48,55.65,8,1.422,4.622
"Davide Santon","D. Santon",3000000,"Left-Back","Italian first division","Internazionale",7982,"right","Defender",464,394,12006.0473764942,48.52,11.61,7,0.241,0.07
"Davide Zappacosta","D. Zappacosta",20000000,"Right-Back","English first division","Chelsea",22889,"right","Defender",545,428,12831.7418684838,63.62,49.84,24,2.723,2.607
"Davie Selke","D. Selke",12000000,"Centre-Forward","German first division","Hertha BSC",134399,"right","Forward",355,239,6654.12166640023,66.27,35.98,44,12.047,3.423
"Davinson Sánchez","D. Sánchez",40000000,"Centre-Back","English first division","Tottenham Hotspur",257762,"right","Defender",2004,1814,52825.4377977748,37.69,41.47,7,0,0.202
"Davy Klaassen","D. Klaassen",15000000,"Attacking Midfield","English first division","Everton",56,"right","Midfielder",97,78,2202.31734449732,60.85,36.44,1,0.094,0.192
"Davy Pröpper","D. Pröpper",15000000,"Central Midfield","English first division","Brighton & Hove Albion",466,"right","Midfielder",1341,1083,34475.4515065909,49.95,25.27,35,2.621,2.866
"Dawid Kownacki","D. Kownacki",7000000,"Centre-Forward","Italian first division","Sampdoria",240042,"right","Forward",246,182,4882.51422392597,66.58,39.52,22,2.948,2.768
"DeAndre Yedlin","D. Yedlin",8000000,"Right-Back","English first division","Newcastle United",252365,"right","Defender",1055,797,22939.9755621536,51.74,57.28,6,0.12,4.038
"Declan Rice","D. Rice",10000000,"Defensive Midfield","English first division","West Ham United",379209,"right","Defender",549,456,14018.8943481705,40.06,41.35,4,0.227,0.182
"Deian Boldor","D. Boldor",NA,"Centre-Back","Italian first division","Hellas Verona",137143,"left","Defender",36,28,1149.65055631718,32.73,38.68,0,0,0.056
"Dejan Lovren","D. Lovren",20000000,"Centre-Back","English first division","Liverpool",25393,"right","Defender",2066,1879,53830.7239986011,37.37,39.23,16,0,0.536
"Dele Alli","D. Alli",100000000,"Attacking Midfield","English first division","Tottenham Hotspur",13484,"right","Midfielder",1483,1189,29446.4700381511,65.35,27.56,84,17.486,17.239
"Demarai Gray","D. Gray",20000000,"Left Winger","English first division","Leicester City",283142,"right","Midfielder",595,458,14340.2049778845,64.47,24.48,33,4.799,5.888
"Denis Cheryshev","D. Cheryshev",3000000,"Left Winger","Spanish first division","Villarreal",4513,"left","Midfielder",401,278,9182.08123569952,60.44,16.94,39,10.446,7.197
"Denis Suárez","Denis Suárez",15000000,"Attacking Midfield","Spanish first division","Barcelona",8323,"right","Midfielder",346,299,7061.93548279746,65.8,28.47,11,4.053,3.155
"Denis Zakaria","D. Zakaria",20000000,"Defensive Midfield","German first division","Borussia M'gladbach",360992,"right","Midfielder",981,904,21957.1405797169,48.61,31.9,19,2.432,1.103
"Dennis Aogo","D. Aogo",1500000,"Left-Back","German first division","Stuttgart",14885,"left","Defender",1004,869,25649.5404215298,54.6,21.45,12,1.829,2.034
"Dennis Diekmeier","D. Diekmeier",1500000,"Right-Back","German first division","Hamburger SV",14888,"right","Defender",610,412,16542.2777161295,58.09,59.28,4,1.006,4.259
"Dennis Geiger","D. Geiger",5000000,"Central Midfield","German first division","Hoffenheim",367621,"right","Midfielder",770,675,17271.605562372,51.86,31.04,21,3.387,2.319
"Dennis Praet","D. Praet",25000000,"Central Midfield","Italian first division","Sampdoria",37739,"right","Midfielder",1431,1199,31004.9898417205,59.93,35.82,33,3.521,6.806
"Diafra Sakho","D. Sakho",5000000,"Centre-Forward","English first division","West Ham United",26610,"right","Forward",174,130,2972.38010981134,69.35,37.32,25,9.585,0.513
"Diego Carlos","Diego Carlos",10000000,"Centre-Back","French first division","Nantes",270866,"right","Defender",844,690,24296.2012477697,34.51,38.11,14,0.195,0.272
"Diego Contento","D. Contento",1500000,"Left-Back","French first division","Bordeaux",14717,"left","Defender",31,23,798.118814299853,54.82,16.74,0,0,1.033
"Diego Costa","Diego Costa",60000000,"Centre-Forward","Spanish first division","Atlético Madrid",4338,"right","Forward",354,287,6326.62177942385,71.22,23.26,29,5.638,4.493
"Diego Demme","D. Demme",9000000,"Defensive Midfield","German first division","RB Leipzig",15937,"right","Midfielder",1957,1647,43861.5404483599,52.2,32.94,9,0.796,3.928
"Diego Falcinelli","D. Falcinelli",3800000,"Centre-Forward","Italian first division","Sassuolo",21861,"left","Forward",289,208,5464.69549483344,70.46,32.08,45,8.981,2.246
"Diego Farias","Diego Farias",3300000,"Left Winger","Italian first division","Cagliari",23314,"right","Forward",515,414,9893.64396880207,68.97,27.02,41,8.336,2.295
"Diego Godín","D. Godín",35000000,"Centre-Back","Spanish first division","Atlético Madrid",3433,"right","Defender",1356,1204,35142.1682609773,34.49,22.93,15,0.109,0.223
"Diego González","Diego González",2000000,"Centre-Back","Spanish first division","Málaga",247169,"both","Defender",455,370,12044.1563928129,40.59,14.55,13,0.197,1.154
"Diego Laxalt","D. Laxalt",13000000,"Left-Back","Italian first division","Genoa",116269,"left","Midfielder",1164,845,27167.5704234457,58.69,9.03,33,2.997,3.29
"Diego Llorente","Diego Llorente",17500000,"Centre-Back","Spanish first division","Real Sociedad",225996,"right","Defender",1452,1310,39558.6331246047,36.69,43.64,18,0.694,0
"Diego Perotti","D. Perotti",20000000,"Left Winger","Italian first division","Roma",3475,"right","Forward",832,677,18359.8126694506,69.98,17.28,34,5.111,5.681
"Diego Rico","Diego Rico",2500000,"Left-Back","Spanish first division","Leganés",169002,"left","Defender",953,677,24159.3894850023,51.28,9.17,21,2.176,5.523
"Dimitri Foulquier","D. Foulquier",2000000,"Right-Back","French first division","Strasbourg",25638,"right","Defender",525,415,12639.7240602795,50.19,56.31,2,0.103,3.191
"Dimitrios Siovas","D. Siovas",3000000,"Centre-Back","Spanish first division","Leganés",93003,"left","Defender",671,551,17998.2013394698,35.43,21.99,11,0,0.039
"Divock Origi","D. Origi",10000000,"Centre-Forward","English first division","Liverpool",134708,"right","Forward",367,283,6929.15116106757,68.63,36.27,63,11.377,2.158
"Domenico Berardi","D. Berardi",18000000,"Right Winger","Italian first division","Sassuolo",209400,"left","Forward",848,601,19266.2601891175,68.9,40.51,70,11.656,5.031
"Dominic Calvert-Lewin","D. Calvert-Lewin",15000000,"Centre-Forward","English first division","Everton",293687,"right","Forward",362,258,6668.96381324842,70.92,35.92,38,9.417,5.53
"Dominic Maroh","D. Maroh",1000000,"Centre-Back","German first division","Köln",15122,"right","Defender",439,408,11362.9682123767,32.52,40.19,3,0.021,0.031
"Dominic Solanke","D. Solanke",10000000,"Centre-Forward","English first division","Liverpool",286831,"right","Forward",171,141,2800.90435972877,68.41,29.22,22,7.267,5.012
"Dominik Kaiser","D. Kaiser",1500000,"Central Midfield","German first division","RB Leipzig",15810,"right","Midfielder",136,100,3177.70114969936,61.49,48.51,1,0.094,0.109
"Dominik Kohr","D. Kohr",5000000,"Central Midfield","German first division","Bayer Leverkusen",165425,"right","Midfielder",886,756,19635.9126109212,51.44,36.34,38,5.355,2.8
"Dominique Heintz","D. Heintz",7500000,"Centre-Back","German first division","Köln",16843,"left","Defender",1444,1228,40142.3214773202,38.39,17.45,9,0.242,0.84
"Douglas Costa","Douglas Costa",55000000,"Right Winger","Italian first division","Juventus",105334,"left","Midfielder",1042,845,25570.4021893358,65.84,37.68,37,5.822,14.75
"Douglas Luiz","Douglas Luiz",1500000,"Central Midfield","Spanish first division","Girona",443324,"right","Midfielder",129,106,2921.85325651223,62.79,38.9,10,1.464,0.082
"Douglas Santos","Douglas Santos",5000000,"Left-Back","German first division","Hamburger SV",143566,"left","Defender",1102,834,28837.8517487965,50.97,10.15,18,1.074,3.148
"Durel Avounou","D. Avounou",NA,"Central Midfield","French first division","Caen",407699,"left","Midfielder",235,173,5459.60785150762,54.65,14.58,5,0.526,0.307
"Dusan Basta","D. Basta",1000000,"Right-Back","Italian first division","Lazio",20575,"right","Defender",325,249,8442.70765983015,54.95,58.34,9,1.285,0.424
"Duván Zapata","D. Zapata",20000000,"Centre-Forward","Italian first division","Sampdoria",86243,"right","Forward",503,371,11347.2337130144,72.58,31.83,51,15.943,6.909
"Dwight Gayle","D. Gayle",10000000,"Centre-Forward","English first division","Newcastle United",12536,"right","Forward",356,285,6339.59333267832,64.28,31.42,48,16.716,4.027
"Dylan Bahamboula","D. Bahamboula",NA,"Attacking Midfield","French first division","Dijon",331918,"right","Midfielder",11,8,201.129244337468,73.22,32.41,1,0.094,0
"Dylan Lempereur","D. Lempereur",NA,"Left-Back","French first division","Metz",487983,"both","Defender",39,27,788.377946305211,50.03,11.47,1,0.037,0
"Dzenis Burnic","D. Burnic",NA,"Defensive Midfield","German first division","Stuttgart",356908,"left","Midfielder",262,237,6218.34775174959,55.76,26.22,7,0.288,0.52
"Eddie Nketiah","E. Nketiah",NA,"Centre-Forward","English first division","Arsenal",346158,"right","Forward",7,6,81.5082039955195,68.82,49.5,1,0.163,0
"Eddie Salcedo","E. Salcedo",2000000,"Centre-Forward","Italian first division","Genoa",520774,"right","Forward",6,5,117.645387823349,72.45,15.64,2,0.22,0
"Eden Hazard","E. Hazard",110000000,"Left Winger","English first division","Chelsea",25707,"right","Forward",1847,1574,40979.428832898,70.61,29.19,88,12.816,12.835
"Eden Massouema","E. Massouema",NA,"Defensive Midfield","French first division","Dijon",373817,"right","Midfielder",63,50,1447.60033823151,45.52,31.72,1,0.029,0.533
"Ederson","Ederson",50000000,"Goalkeeper","English first division","Manchester City",71654,"left","Goalkeeper",829,773,26172.9920939296,12.64,32.17,0,0,0.065
"Edgar Ié","Edgar Ié",3000000,"Centre-Back","French first division","Lille",70959,"right","Defender",1684,1441,39225.3930114041,42.35,51.1,14,0.064,0.554
"Edimilson Fernandes","E. Fernandes",5000000,"Central Midfield","English first division","West Ham United",265318,"right","Midfielder",261,207,5886.09524524781,54.91,43.67,7,0.299,0.695
"Edin Dzeko","E. Džeko",25000000,"Centre-Forward","Italian first division","Roma",8327,"right","Forward",704,530,15824.2206433385,69.3,30.15,144,30.87,6.694
"Edinson Cavani","E. Cavani",60000000,"Centre-Forward","French first division","PSG",21174,"right","Forward",569,456,11422.7241394517,65.39,31.63,107,39.394,12.451
"Edoardo Goldaniga","E. Goldaniga",3000000,"Centre-Back","Italian first division","Sassuolo",246059,"right","Defender",344,266,10179.7681719151,36.43,47.32,6,0.024,0
"Eiji Kawashima","E. Kawashima",NA,"Goalkeeper","French first division","Metz",37896,"right","Goalkeeper",523,445,20823.5878149539,13.64,35.02,0,0,0.023
"Eliaquim Mangala","E. Mangala",15000000,"Centre-Back","English first division","Manchester City",70085,"left","Defender",394,364,10326.4648717371,36.16,22.24,2,0,0.032
"Elias Kachunga","E. Kachunga",3500000,"Centre-Forward","English first division","Huddersfield Town",16122,"right","Forward",335,240,6949.06675481216,65.62,43.59,11,1.343,1.253
"Ellyes Skhiri","E. Skhiri",10000000,"Defensive Midfield","French first division","Montpellier",246946,"right","Midfielder",1680,1457,39490.6301818879,51.47,39.74,36,1.478,2.399
"Eloi Amagat","Eloi Amagat",NA,"Attacking Midfield","Spanish first division","Girona",167104,"right","Midfielder",7,6,179.941996885306,58.89,35.47,1,0.258,0
"Emanuel Cecchini","E. Cecchini",1500000,"Defensive Midfield","Spanish first division","Málaga",266312,"right","Midfielder",16,15,316.507150740851,51.2,54.81,1,0.017,0
"Emerson","Emerson",20000000,"Left-Back","English first division","Chelsea",40787,"left","Defender",156,132,3135.56601487089,58.54,8.31,2,0.373,0.069
"Emil Berggreen","E. Berggreen",2000000,"Centre-Forward","German first division","Mainz 05",230687,"right","Forward",124,88,2049.09047191792,68.03,32.21,12,3.092,1.368
"Emil Krafth","E. Krafth",1500000,"Right-Back","Italian first division","Bologna",51064,"right","Defender",472,387,10047.4600423329,46.13,58.24,2,0.713,0.145
"Emiliano Insúa","E. Insúa",5000000,"Centre-Back","German first division","Stuttgart",70139,"left","Defender",836,610,21221.7355954626,53.89,12.75,9,0.364,3.266
"Emiliano Moretti","E. Moretti",NA,"Centre-Back","Italian first division","Torino",21279,"left","Defender",1002,876,26307.7809488296,35.33,18.59,4,0,0.137
"Emiliano Sala","E. Sala",12000000,"Centre-Forward","French first division","Nantes",25605,"right","Forward",703,475,11188.2491884987,67.7,33.57,80,21.604,4.878
"Emmanuel Boateng","E. Boateng",2000000,"Left Winger","Spanish first division","Levante",338201,"right","Forward",162,125,3330.4405616615,63.71,35.27,35,11.891,2.16
"Emmanuel Bourgaud","E. Bourgaud",NA,"Right Midfield","French first division","Amiens SC",29590,"right","Midfielder",253,187,5928.66533511198,57.8,43.57,8,0.85,0.978
"Emmanuel Rivière","E. Rivière",1500000,"Centre-Forward","French first division","Metz",25809,"right","Forward",518,401,8009.35760944082,67.04,34.01,62,11.857,3.074
"Emre Can","E. Can",30000000,"Defensive Midfield","English first division","Liverpool",18550,"right","Midfielder",1514,1328,36462.6345029588,53.5,34.9,28,2.116,5.932
"Eneko Bóveda","Bóveda",1500000,"Centre-Back","Spanish first division","Athletic Club",4086,"right","Defender",467,357,11322.6721473529,46.45,45.93,0,0,0.203
"Enes Ünal","E. Ünal",8000000,"Centre-Forward","Spanish first division","Villarreal",274435,"right","Forward",346,273,5819.27184011941,66.05,33.58,37,11.146,4.155
"Enis Bardhi","E. Bardhi",6000000,"Attacking Midfield","Spanish first division","Levante",280383,"right","Midfielder",599,503,13760.6934000767,57.76,27.78,20,4.456,1.071
"Enrico Bearzotti","E. Bearzotti",NA,"Right-Back","Italian first division","Hellas Verona",388099,"right","Midfielder",152,106,3738.96343838321,52.22,59.48,4,0.029,0.017
"Enrico Brignola","E. Brignola",2500000,"Second Striker","Italian first division","Benevento",454457,"left","Forward",456,375,9599.35052337194,58.43,51.37,31,5.461,3.102
"Enzo Crivelli","E. Crivelli",4000000,"Centre-Forward","French first division","Angers",275032,"right","Forward",314,236,5498.45292192238,65.06,36.83,16,6.518,1.403
"Enzo Loiodice","E. Loiodice",NA,"Central Midfield","French first division","Dijon",566942,"left","Midfielder",103,89,2319.41243844597,57.12,36.06,0,0,0.096
"Enzo Zidane","E. Zidane",1500000,"Attacking Midfield","Spanish first division","Deportivo Alavés",279541,"right","Midfielder",29,19,549.567799034406,47.15,33.28,0,0,0.046
"Eric Bailly","E. Bailly",35000000,"Centre-Back","English first division","Manchester United",256998,"right","Defender",416,366,10234.78453127,36.03,46.13,1,0,0.399
"Eric Dier","E. Dier",40000000,"Centre-Back","English first division","Tottenham Hotspur",210044,"right","Midfielder",2588,2307,65725.7101480789,48.13,37.4,42,0.824,3.29
"Eric Maxim Choupo-Moting","E. Choupo-Moting",8000000,"Centre-Forward","English first division","Stoke City",15198,"both","Forward",621,474,13347.4718113724,64.8,23.04,58,9.225,4.941
"Erick Cabaco","E. Cabaco",1500000,"Centre-Back","Spanish first division","Levante",278049,"right","Defender",289,227,8190.21780334004,33.48,46.77,1,0,0.09
"Erick Pulgar","E. Pulgar",6000000,"Defensive Midfield","Italian first division","Bologna",90268,"right","Midfielder",1627,1379,41168.3440105531,46.43,33.24,25,1.056,4.994
"Erik Lamela","E. Lamela",20000000,"Right Winger","English first division","Tottenham Hotspur",20441,"left","Midfielder",427,355,8592.75379840792,64.23,38.64,19,7.052,2.937
"Erik Pieters","E. Pieters",6000000,"Centre-Back","English first division","Stoke City",107,"left","Defender",1041,771,25486.5269347851,51.7,11.12,3,0.152,3.96
"Erik Thommy","E. Thommy",5000000,"Attacking Midfield","German first division","Augsburg",224971,"right","Midfielder",354,260,8053.5835697303,63.31,33.76,23,4.65,3.212
"Ermedin Demirovic","E. Demirović",1000000,"Centre-Forward","Spanish first division","Deportivo Alavés",352328,"right","Forward",23,15,452.998485859457,71.77,41.96,5,2.656,0.084
"Ermin Bicakcic","E. Bičakčić",2000000,"Centre-Back","German first division","Hoffenheim",15952,"right","Defender",283,251,6461.00585087055,39.45,39.44,1,0.037,0.091
"Ernest Seka","E. Seka",NA,"Centre-Back","French first division","Strasbourg",29588,"right","Defender",1046,831,23434.5481627651,46.6,23.39,12,0.604,1.57
"Eros Schiavon","E. Schiavon",NA,"Central Midfield","Italian first division","SPAL",21517,"right","Midfielder",113,83,2276.99583498256,57.11,32.92,1,0,0.029
"Ervin Taha","E. Taha",NA,"Centre-Forward","French first division","Bordeaux",404227,"right","Forward",16,12,447.254486552153,67.64,21.93,1,0.079,0
"Ervin Zukanovic","E. Zukanović",2000000,"Centre-Back","Italian first division","Genoa",38532,"left","Defender",1501,1260,38376.926072208,40.97,15.09,16,0.274,2.822
"Esteban Granero","Granero",1500000,"Central Midfield","Spanish first division","Espanyol",3317,"right","Midfielder",634,559,13934.3488721955,53.75,35.84,8,0.368,2.072
"Esteban Rolón","E. Rolón",NA,"Defensive Midfield","Spanish first division","Málaga",399673,"right","Midfielder",131,101,2939.43971256827,46.9,34.7,2,0.081,0.026
"Étienne Didot","É. Didot",NA,"Central Midfield","French first division","Guingamp",25800,"right","Midfielder",948,771,22518.9404226035,49.45,35.42,13,1.229,1.497
"Eugen Polanski","E. Polanski",1000000,"Defensive Midfield","German first division","Hoffenheim",15193,"right","Midfielder",133,115,2851.28724823051,48.75,31.44,4,0.377,0.11
"Éver Banega","É. Banega",12000000,"Central Midfield","Spanish first division","Sevilla",3280,"right","Midfielder",2239,1945,56115.5955398015,55.18,31.22,33,2.476,6.255
"Everton Luiz","Everton Luiz",2000000,"Defensive Midfield","Italian first division","SPAL",45579,"right","Midfielder",220,189,4624.15704757267,50.29,41.86,1,0.031,0.322
"Ezequiel Garay","E. Garay",12000000,"Centre-Back","Spanish first division","Valencia",70112,"right","Defender",1022,904,27971.2822009904,35.15,48.17,6,0.028,0
